State,District,Year,Season,Crop,AreaHectares,ProductionTonnes,YieldKgPerHa,IrrigationType,SoilType,FarmerBeneficiaries,MSP,MarketPrice,CropInsuranceCoverage,FertilizerUsageKg,WaterUsageLitres,Status
Arunachal Pradesh,Arunachal District 7,2022,Zaid,Turmeric,38435,47851,1245,Tube Well,Alluvial,17231,2987,2661,35.2,132,187684,Harvested
West Bengal,West District 7,2019,Rabi,Sunflower,12683,26672,2103,Sprinkler,Laterite,7375,1747,1614,36.2,88,545070,Harvested
Telangana,Telangana District 7,2019,Rabi,Potato,45662,159725,3498,Tube Well,Black,24249,2883,3127,32.2,66,250728,Harvested
Uttar Pradesh,Uttar District 6,2018,Zaid,Bajra,14726,48095,3266,Drip,Arid,7134,3353,2953,38.7,118,167068,Harvested
Delhi,Delhi District 6,2018,Kharif,Sunflower,48371,109076,2255,Sprinkler,Laterite,7300,3669,4229,62.7,108,336276,Harvested
Mizoram,Mizoram District 2,2020,Rabi,Turmeric,33679,104640,3107,Sprinkler,Laterite,10342,1227,1379,72.8,137,133136,Standing
Uttar Pradesh,Uttar District 4,2023,Kharif,Pulses,35846,83879,2340,Drip,Black,6510,2802,3145,40.2,81,336854,Harvested
Ladakh,Ladakh District 4,2021,Zaid,Pulses,36264,25094,692,Canal,Alluvial,4544,2948,3641,79.5,239,238844,Harvested
Ladakh,Ladakh District 2,2021,Rabi,Onion,31433,70284,2236,Drip,Black,14146,898,1057,53.5,187,211033,Harvested
Puducherry,Puducherry District 6,2019,Kharif,Pulses,36189,122282,3379,Canal,Laterite,4869,2659,2707,28.2,232,533961,Failed
Delhi,Delhi District 3,2022,Rabi,Ginger,24404,84535,3464,Canal,Arid,13468,3559,3338,46.5,146,185361,Standing
Telangana,Telangana District 7,2023,Rabi,Onion,27396,93995,3431,Tube Well,Red,14544,899,1034,26.6,142,515056,Harvested
Tamil Nadu,Tamil District 8,2022,Rabi,Sunflower,29917,32639,1091,Drip,Black,10720,1416,1278,75.3,112,491648,Harvested
Goa,Goa District 7,2023,Rabi,Bajra,37222,69940,1879,Tube Well,Laterite,21633,2046,2429,55.9,145,238756,Harvested
Goa,Goa District 5,2021,Zaid,Sunflower,19670,15696,798,Tube Well,Black,7684,2662,3116,29.7,75,453342,Harvested
Uttar Pradesh,Uttar District 3,2018,Zaid,Tomato,39213,49643,1266,Drip,Alluvial,16324,2930,2865,45.2,76,148800,Harvested
Puducherry,Puducherry District 5,2023,Kharif,Bajra,16812,42736,2542,Tube Well,Red,4785,2651,2962,61.1,52,194274,Standing
Assam,Assam District 5,2020,Kharif,Maize,15643,25779,1648,Tube Well,Forest,7158,1464,1561,68.4,215,91742,Harvested
Bihar,Bihar District 7,2020,Rabi,Wheat,9670,26457,2736,Canal,Arid,4763,3587,3290,36.7,167,512827,Harvested
Tripura,Tripura District 6,2019,Zaid,Onion,16361,44910,2745,Tube Well,Black,2034,3499,3901,41.7,224,456512,Harvested
Haryana,Haryana District 5,2019,Kharif,Maize,4167,8767,2104,Sprinkler,Black,930,3588,4085,77.0,204,156325,Harvested
Bihar,Bihar District 7,2019,Kharif,Potato,35822,106176,2964,Sprinkler,Arid,6057,3568,3474,68.5,201,543188,Harvested
Delhi,Delhi District 2,2020,Rabi,Mustard,41396,113259,2736,Drip,Laterite,20222,3547,4190,40.9,150,192261,Harvested
Haryana,Haryana District 7,2022,Kharif,Ginger,26812,51586,1924,Drip,Laterite,7417,3298,3339,62.4,175,394065,Harvested
Maharashtra,Maharashtra District 7,2018,Rabi,Groundnut,13001,10985,845,Tube Well,Forest,1601,2416,2616,30.0,225,455672,Failed
Delhi,Delhi District 2,2022,Kharif,Rice,30394,98294,3234,Drip,Black,15503,1290,1408,35.7,145,365476,Harvested
Uttarakhand,Uttarakhand District 5,2019,Rabi,Mustard,3021,8606,2849,Sprinkler,Arid,580,2167,2413,22.2,53,155911,Failed
Uttarakhand,Uttarakhand District 7,2020,Zaid,Groundnut,26010,33058,1271,Canal,Alluvial,7033,1233,1349,51.3,209,343431,Harvested
Nagaland,Nagaland District 3,2023,Rabi,Cotton,42617,30300,711,Sprinkler,Laterite,10379,2720,2687,38.0,138,401622,Standing
Uttar Pradesh,Uttar District 2,2019,Rabi,Mustard,38859,63495,1634,Tube Well,Black,17872,2082,2457,37.4,151,120290,Harvested
Ladakh,Ladakh District 2,2021,Rabi,Turmeric,21999,15157,689,Tube Well,Arid,4728,3509,3151,78.4,189,76014,Harvested
Punjab,Punjab District 7,2020,Rabi,Pulses,26759,27481,1027,Drip,Forest,5852,2750,2952,67.1,234,268996,Harvested
Kerala,Kerala District 2,2023,Zaid,Maize,42726,78103,1828,Canal,Alluvial,10382,1376,1179,41.3,136,495984,Harvested
Haryana,Haryana District 7,2019,Kharif,Banana,24813,70171,2828,Tube Well,Forest,13966,2860,2950,42.6,195,277869,Harvested
Jammu & Kashmir,Jammu District 5,2021,Kharif,Mango,48806,125870,2579,Drip,Laterite,24043,1110,1068,22.4,106,430753,Harvested
Madhya Pradesh,Madhya District 2,2023,Kharif,Mustard,36729,71217,1939,Sprinkler,Forest,10863,3619,3663,23.7,225,230458,Harvested
Chandigarh,Chandigarh District 6,2021,Rabi,Mustard,18521,14427,779,Drip,Red,6536,1212,1502,28.7,98,481516,Harvested
Arunachal Pradesh,Arunachal District 7,2020,Rabi,Sunflower,39337,84810,2156,Sprinkler,Laterite,19386,2918,3414,40.6,50,105535,Harvested
Uttar Pradesh,Uttar District 1,2020,Kharif,Soybean,28111,16585,590,Drip,Alluvial,16162,1711,2092,68.8,170,439137,Harvested
Gujarat,Gujarat District 5,2022,Rabi,Cotton,2844,8293,2916,Drip,Alluvial,593,3530,3635,44.4,58,171197,Harvested
Punjab,Punjab District 2,2021,Zaid,Groundnut,19109,53256,2787,Tube Well,Laterite,7180,3495,4149,26.6,181,100554,Harvested
Manipur,Manipur District 7,2020,Rabi,Wheat,21375,57627,2696,Canal,Alluvial,7256,1562,1502,21.3,224,284743,Harvested
Delhi,Delhi District 2,2021,Zaid,Mustard,21053,14126,671,Canal,Forest,12518,3466,3479,39.8,95,433686,Standing
Uttar Pradesh,Uttar District 4,2020,Zaid,Potato,14302,18335,1282,Rain-fed,Alluvial,3357,2655,3119,62.9,117,51090,Standing
Odisha,Odisha District 7,2019,Rabi,Mango,3070,9335,3041,Canal,Black,1341,3270,3862,74.6,95,345847,Harvested
Uttar Pradesh,Uttar District 4,2020,Rabi,Cotton,41221,89820,2179,Tube Well,Laterite,12091,2128,1996,49.6,151,334193,Harvested
Uttar Pradesh,Uttar District 2,2023,Zaid,Bajra,21850,46518,2129,Tube Well,Laterite,5030,3125,2704,34.1,123,432371,Harvested
Mizoram,Mizoram District 7,2019,Zaid,Ginger,30384,72222,2377,Tube Well,Forest,6702,2332,2394,25.8,71,322524,Harvested
West Bengal,West District 3,2023,Rabi,Maize,38577,42048,1090,Sprinkler,Alluvial,11825,2252,2337,46.3,202,504430,Harvested
Maharashtra,Maharashtra District 6,2020,Kharif,Wheat,40681,75381,1853,Tube Well,Forest,16015,2374,2782,65.5,159,360538,Harvested
Ladakh,Ladakh District 7,2020,Rabi,Onion,39860,28739,721,Rain-fed,Alluvial,9273,2424,2138,28.1,57,452990,Harvested
Bihar,Bihar District 7,2022,Rabi,Groundnut,42902,27071,631,Drip,Forest,6325,3029,3117,73.5,176,392039,Harvested
Manipur,Manipur District 5,2019,Kharif,Jowar,41141,120913,2939,Rain-fed,Black,4379,1401,1558,27.9,248,548724,Harvested
Manipur,Manipur District 4,2018,Zaid,Sugarcane,15301,35284,2306,Tube Well,Red,7260,3620,3224,76.3,230,288980,Harvested
Karnataka,Karnataka District 5,2018,Zaid,Jowar,34610,38520,1113,Tube Well,Forest,15154,2391,2188,29.1,146,265929,Failed
Assam,Assam District 3,2021,Zaid,Mustard,41265,142983,3465,Tube Well,Black,8433,2826,2407,28.1,225,101032,Harvested
Bihar,Bihar District 6,2022,Kharif,Pulses,6812,23542,3456,Tube Well,Red,2596,800,781,69.6,232,194752,Failed
Punjab,Punjab District 4,2023,Zaid,Jowar,15195,25922,1706,Rain-fed,Forest,5892,2692,2886,72.7,168,525468,Harvested
Jammu & Kashmir,Jammu District 2,2018,Zaid,Rice,29290,58638,2002,Sprinkler,Black,3081,2460,2314,27.9,238,186346,Harvested
Meghalaya,Meghalaya District 2,2021,Rabi,Onion,20118,22230,1105,Drip,Laterite,3513,2541,2932,23.6,138,207754,Harvested
Tamil Nadu,Tamil District 4,2019,Rabi,Pulses,29578,57203,1934,Rain-fed,Black,5681,1020,937,72.9,81,474390,Harvested
Rajasthan,Rajasthan District 6,2020,Rabi,Groundnut,20602,29996,1456,Rain-fed,Alluvial,8740,2126,2402,36.9,129,287439,Harvested
Jharkhand,Jharkhand District 6,2023,Kharif,Turmeric,33034,33331,1009,Tube Well,Arid,12491,2820,3290,31.6,63,313339,Harvested
Uttarakhand,Uttarakhand District 1,2021,Kharif,Rice,37838,67805,1792,Drip,Arid,10385,1689,1602,42.5,59,135749,Harvested
Telangana,Telangana District 1,2021,Zaid,Groundnut,21145,16218,767,Tube Well,Alluvial,6236,3054,2927,37.3,245,303364,Harvested
Punjab,Punjab District 3,2022,Zaid,Maize,47929,115029,2400,Tube Well,Alluvial,22612,3238,3918,36.8,238,240041,Harvested
Jammu & Kashmir,Jammu District 5,2023,Zaid,Banana,6105,19175,3141,Tube Well,Arid,1026,2768,3338,20.4,127,406282,Standing
Mizoram,Mizoram District 1,2021,Zaid,Jowar,12755,12244,960,Drip,Laterite,4442,2573,2688,22.5,72,548115,Harvested
Tripura,Tripura District 5,2019,Zaid,Cotton,37011,58181,1572,Canal,Alluvial,17119,1500,1507,76.7,96,148775,Harvested
Telangana,Telangana District 1,2019,Zaid,Tea,10015,8612,860,Drip,Black,3890,1006,966,37.0,201,258948,Failed
Meghalaya,Meghalaya District 8,2021,Zaid,Potato,44294,41193,930,Rain-fed,Laterite,6037,1231,1213,36.1,92,285334,Harvested
Maharashtra,Maharashtra District 2,2018,Zaid,Pulses,42185,133726,3170,Tube Well,Red,10979,1215,1153,56.0,176,480384,Harvested
Ladakh,Ladakh District 4,2021,Rabi,Rice,38168,26145,685,Sprinkler,Black,15964,2793,2931,62.6,60,107954,Harvested
Nagaland,Nagaland District 1,2019,Zaid,Sunflower,48054,28736,598,Sprinkler,Forest,21173,1681,1434,51.6,199,235279,Harvested
Telangana,Telangana District 6,2022,Kharif,Turmeric,14413,36998,2567,Canal,Laterite,1652,3486,3488,80.0,186,171896,Harvested
Punjab,Punjab District 2,2022,Zaid,Maize,33156,45423,1370,Rain-fed,Laterite,10481,3101,3417,76.0,217,309358,Harvested
Chandigarh,Chandigarh District 3,2023,Rabi,Sugarcane,41518,110770,2668,Tube Well,Forest,21661,2019,2318,44.5,241,529304,Harvested
Haryana,Haryana District 2,2018,Zaid,Jowar,14202,9302,655,Tube Well,Arid,2302,3671,4386,57.6,124,542762,Harvested
Sikkim,Sikkim District 2,2022,Zaid,Bajra,9933,28388,2858,Drip,Red,5652,3767,4574,73.6,217,346392,Harvested
Uttar Pradesh,Uttar District 2,2018,Rabi,Turmeric,4685,4539,969,Rain-fed,Black,1135,2945,3341,58.3,109,56511,Harvested
Puducherry,Puducherry District 1,2019,Kharif,Tomato,6465,6128,948,Rain-fed,Alluvial,1739,1265,1481,68.5,158,90160,Failed
Maharashtra,Maharashtra District 4,2019,Rabi,Onion,3199,10959,3426,Tube Well,Black,1018,1007,879,23.8,175,352347,Harvested
Haryana,Haryana District 3,2023,Kharif,Tea,6313,13926,2206,Sprinkler,Black,1215,2073,2084,52.6,201,427792,Harvested
Jammu & Kashmir,Jammu District 4,2022,Rabi,Onion,13343,29047,2177,Tube Well,Laterite,7167,2878,3313,71.9,195,508003,Harvested
Delhi,Delhi District 3,2022,Kharif,Soybean,24777,22794,920,Sprinkler,Arid,5667,2882,3114,57.2,100,437958,Harvested
Manipur,Manipur District 2,2021,Rabi,Rice,2817,3386,1202,Drip,Laterite,438,909,1110,35.3,118,353743,Harvested
Manipur,Manipur District 4,2019,Kharif,Sugarcane,16462,36644,2226,Rain-fed,Black,6463,3780,3719,38.0,244,519616,Harvested
Kerala,Kerala District 4,2020,Kharif,Maize,24711,81867,3313,Rain-fed,Forest,14718,1152,1271,22.8,191,222783,Harvested
Chhattisgarh,Chhattisgarh District 1,2019,Zaid,Ginger,31844,33213,1043,Tube Well,Laterite,11464,2569,2893,61.4,104,516367,Harvested
West Bengal,West District 1,2018,Zaid,Mango,6005,15594,2597,Canal,Laterite,1119,3583,3308,52.1,91,139484,Harvested
Madhya Pradesh,Madhya District 6,2018,Rabi,Ginger,32911,64110,1948,Drip,Black,9354,2293,2291,69.0,238,391610,Harvested
Gujarat,Gujarat District 8,2020,Zaid,Tea,1082,1654,1529,Tube Well,Black,129,847,1056,53.3,241,388553,Harvested
Punjab,Punjab District 2,2021,Rabi,Banana,1903,1718,903,Rain-fed,Black,271,1083,991,43.8,244,493537,Harvested
West Bengal,West District 8,2019,Rabi,Wheat,30800,98344,3193,Canal,Black,12473,1761,1804,64.1,74,396926,Harvested
Rajasthan,Rajasthan District 8,2021,Zaid,Maize,32925,49749,1511,Drip,Black,14304,2958,2527,29.4,77,282369,Harvested
Chandigarh,Chandigarh District 1,2018,Kharif,Maize,6180,11742,1900,Canal,Forest,1590,1245,1511,49.5,160,288196,Standing
Himachal Pradesh,Himachal District 1,2018,Kharif,Rice,2178,5449,2502,Canal,Laterite,624,1625,1764,47.9,105,466502,Harvested
Chandigarh,Chandigarh District 4,2021,Rabi,Onion,20657,38153,1847,Tube Well,Arid,2697,1455,1652,30.2,62,334917,Failed
Gujarat,Gujarat District 8,2023,Kharif,Ginger,1138,3458,3039,Tube Well,Arid,398,1606,1553,50.0,66,464701,Harvested
Tamil Nadu,Tamil District 5,2020,Rabi,Turmeric,16882,9116,540,Tube Well,Red,8678,1129,1024,30.2,230,63647,Harvested
Tripura,Tripura District 2,2021,Zaid,Potato,32424,97207,2998,Sprinkler,Forest,14702,2567,2245,27.5,135,324949,Harvested
Uttar Pradesh,Uttar District 4,2023,Rabi,Ginger,15690,7954,507,Drip,Forest,2168,3401,3111,57.7,249,411070,Harvested
Telangana,Telangana District 1,2019,Rabi,Sunflower,7718,10951,1419,Tube Well,Alluvial,1529,1246,1268,55.6,219,259610,Harvested
Arunachal Pradesh,Arunachal District 8,2021,Rabi,Mango,18771,32398,1726,Tube Well,Red,3502,2914,2599,32.1,195,444650,Harvested
Madhya Pradesh,Madhya District 2,2021,Rabi,Cotton,30910,35268,1141,Sprinkler,Laterite,9822,971,1055,61.6,178,83298,Harvested
Bihar,Bihar District 8,2020,Rabi,Ginger,40876,75947,1858,Canal,Forest,23545,1701,1685,33.7,142,344171,Standing
Madhya Pradesh,Madhya District 8,2023,Zaid,Turmeric,29896,84964,2842,Canal,Red,6112,3122,3785,50.8,129,118774,Harvested
Jharkhand,Jharkhand District 5,2023,Rabi,Mango,27812,34792,1251,Drip,Forest,3135,3725,4195,30.1,159,64242,Harvested
Jharkhand,Jharkhand District 4,2018,Rabi,Pulses,28416,83713,2946,Rain-fed,Red,15095,3015,3627,48.6,237,228513,Harvested
Manipur,Manipur District 5,2023,Kharif,Rice,19276,52584,2728,Rain-fed,Laterite,5855,902,892,70.9,117,235534,Harvested
Mizoram,Mizoram District 1,2020,Rabi,Potato,45506,75175,1652,Canal,Black,13077,2241,2793,78.0,168,547145,Harvested
Goa,Goa District 4,2021,Kharif,Sunflower,2065,3010,1458,Drip,Arid,616,3093,3614,53.1,173,76376,Harvested
Karnataka,Karnataka District 2,2022,Kharif,Cotton,3640,7280,2000,Canal,Forest,850,2101,2265,26.4,95,349435,Harvested
Bihar,Bihar District 6,2018,Zaid,Turmeric,16845,30607,1817,Rain-fed,Forest,1804,1957,2210,39.1,74,157759,Harvested
Jharkhand,Jharkhand District 3,2020,Zaid,Potato,20183,44644,2212,Canal,Red,9672,2442,2567,22.4,86,155265,Harvested
Telangana,Telangana District 7,2019,Kharif,Sugarcane,1948,4612,2368,Rain-fed,Alluvial,469,3627,3759,66.1,189,450216,Harvested
Odisha,Odisha District 6,2019,Rabi,Mango,15079,49187,3262,Drip,Laterite,5497,834,983,49.2,50,445481,Harvested
Telangana,Telangana District 6,2020,Zaid,Tomato,27762,72680,2618,Canal,Forest,10088,1290,1438,24.2,174,186121,Harvested
Jammu & Kashmir,Jammu District 6,2023,Rabi,Groundnut,46912,111603,2379,Drip,Laterite,26581,2479,2396,56.3,99,197550,Harvested
Bihar,Bihar District 3,2022,Rabi,Soybean,18067,37344,2067,Tube Well,Red,3241,3441,3314,30.1,88,73162,Standing
Arunachal Pradesh,Arunachal District 3,2022,Kharif,Mango,20809,52688,2532,Drip,Red,3500,3705,3860,76.5,79,213205,Failed
Arunachal Pradesh,Arunachal District 5,2019,Rabi,Wheat,49187,35562,723,Rain-fed,Alluvial,9352,2120,1849,25.0,112,321561,Harvested
Goa,Goa District 6,2023,Kharif,Potato,29991,99989,3334,Drip,Forest,4690,935,1079,25.9,111,549566,Standing
Rajasthan,Rajasthan District 2,2020,Zaid,Banana,12651,33499,2648,Canal,Red,6319,3032,2595,37.3,242,327846,Harvested
Puducherry,Puducherry District 2,2019,Zaid,Cotton,30898,22679,734,Canal,Black,4799,2136,2499,68.3,153,111041,Harvested
Jharkhand,Jharkhand District 1,2021,Zaid,Bajra,46855,56881,1214,Tube Well,Laterite,17354,2380,2187,42.0,157,504173,Harvested
Delhi,Delhi District 4,2022,Rabi,Cotton,39494,59675,1511,Drip,Alluvial,22421,1392,1506,26.1,223,387500,Standing
Chandigarh,Chandigarh District 3,2020,Rabi,Maize,35747,57731,1615,Drip,Arid,9672,1221,1281,76.3,204,532163,Harvested
Himachal Pradesh,Himachal District 5,2022,Zaid,Mustard,9768,19047,1950,Rain-fed,Red,1592,1940,2289,23.0,127,365346,Harvested
Jharkhand,Jharkhand District 8,2018,Rabi,Sugarcane,30578,45897,1501,Rain-fed,Arid,8503,1690,1820,40.3,68,359981,Harvested
Andhra Pradesh,Andhra District 4,2020,Zaid,Tomato,28920,88466,3059,Rain-fed,Arid,3493,2762,2896,78.2,84,190123,Standing
Bihar,Bihar District 2,2021,Zaid,Tea,37303,19024,510,Tube Well,Laterite,4931,3792,3827,51.3,86,59442,Harvested
Tamil Nadu,Tamil District 6,2023,Rabi,Turmeric,49944,115820,2319,Rain-fed,Red,14057,1719,1523,37.8,80,283913,Harvested
Himachal Pradesh,Himachal District 4,2022,Rabi,Mango,15972,44593,2792,Sprinkler,Laterite,2256,826,979,71.7,182,164689,Harvested
Chhattisgarh,Chhattisgarh District 4,2022,Zaid,Potato,14237,28004,1967,Rain-fed,Red,3381,1538,1429,68.2,129,72152,Harvested
West Bengal,West District 7,2022,Zaid,Mango,31216,48696,1560,Sprinkler,Forest,11236,3799,3604,30.4,202,382711,Harvested
Mizoram,Mizoram District 3,2021,Rabi,Potato,25325,12966,512,Sprinkler,Red,8459,1174,1448,47.1,84,252788,Harvested
Himachal Pradesh,Himachal District 5,2018,Kharif,Mustard,35187,78255,2224,Sprinkler,Red,18739,2456,2405,29.4,89,249281,Harvested
Goa,Goa District 4,2019,Rabi,Cotton,35617,52820,1483,Rain-fed,Forest,7442,2770,2661,41.2,132,360872,Harvested
Madhya Pradesh,Madhya District 1,2020,Rabi,Banana,31992,41653,1302,Sprinkler,Red,7331,2368,2259,61.8,248,195606,Harvested
Tripura,Tripura District 1,2022,Zaid,Potato,12542,10886,868,Tube Well,Alluvial,7401,2538,2259,73.7,133,183368,Failed
Andhra Pradesh,Andhra District 6,2022,Zaid,Cotton,4507,5638,1251,Rain-fed,Red,1173,2352,2882,64.0,249,369463,Harvested
Rajasthan,Rajasthan District 4,2022,Kharif,Sunflower,3377,1833,543,Canal,Arid,752,1620,1943,30.8,188,253065,Failed
Bihar,Bihar District 3,2019,Rabi,Cotton,47896,68587,1432,Rain-fed,Forest,22101,3080,3347,56.9,100,237810,Harvested
Haryana,Haryana District 5,2020,Rabi,Mango,34943,47207,1351,Drip,Arid,11245,2385,2097,29.2,231,271082,Harvested
Himachal Pradesh,Himachal District 6,2019,Rabi,Groundnut,4498,11280,2508,Drip,Alluvial,1333,1196,1315,49.4,132,339702,Failed
Gujarat,Gujarat District 8,2022,Rabi,Mango,2986,3553,1190,Sprinkler,Black,1047,2541,2858,68.4,182,329912,Harvested
Telangana,Telangana District 2,2022,Zaid,Bajra,21938,69872,3185,Canal,Black,11762,3236,2877,69.9,157,466367,Harvested
Delhi,Delhi District 2,2023,Rabi,Banana,32622,66124,2027,Sprinkler,Alluvial,6570,2945,2678,38.4,65,292811,Harvested
Sikkim,Sikkim District 7,2023,Zaid,Maize,3478,8413,2419,Sprinkler,Arid,1579,3772,3692,47.8,128,339430,Harvested
Uttar Pradesh,Uttar District 8,2021,Kharif,Turmeric,11371,11075,974,Tube Well,Arid,2231,3457,2965,40.5,121,381878,Harvested
Assam,Assam District 2,2021,Kharif,Tea,13883,9981,719,Sprinkler,Red,1841,3648,3375,72.8,222,203043,Harvested
West Bengal,West District 8,2021,Zaid,Bajra,28879,70695,2448,Sprinkler,Laterite,16282,2149,2084,57.4,114,92163,Harvested
Punjab,Punjab District 5,2018,Zaid,Jowar,28690,26939,939,Canal,Black,16628,3465,3491,69.5,190,217930,Harvested
Nagaland,Nagaland District 8,2019,Kharif,Onion,47446,75154,1584,Canal,Red,11896,946,830,36.7,121,207581,Harvested
Bihar,Bihar District 4,2018,Rabi,Banana,5111,3495,684,Drip,Arid,1506,3343,3248,47.7,169,210076,Harvested
Kerala,Kerala District 6,2019,Zaid,Turmeric,14878,44053,2961,Canal,Forest,1539,3475,3836,61.0,129,373115,Harvested
Chandigarh,Chandigarh District 2,2023,Zaid,Groundnut,5302,11340,2139,Canal,Black,1804,872,1022,21.2,226,459790,Harvested
Kerala,Kerala District 8,2019,Zaid,Jowar,39240,60429,1540,Sprinkler,Laterite,18831,2183,2200,72.2,129,227345,Harvested
Odisha,Odisha District 6,2023,Zaid,Mango,12219,34482,2822,Rain-fed,Laterite,2994,2703,2311,61.9,185,384750,Failed
Puducherry,Puducherry District 7,2021,Rabi,Soybean,4132,14259,3451,Canal,Arid,1565,1532,1664,59.6,106,172340,Harvested
Nagaland,Nagaland District 3,2020,Kharif,Groundnut,11746,36306,3091,Rain-fed,Laterite,6377,2530,2868,72.5,51,478168,Harvested
Telangana,Telangana District 3,2022,Kharif,Jowar,35592,29149,819,Canal,Black,15951,2264,2443,40.9,178,376158,Harvested
Punjab,Punjab District 2,2019,Kharif,Tea,39062,108670,2782,Drip,Black,20048,3728,3793,46.6,57,279501,Harvested
Tripura,Tripura District 2,2023,Rabi,Cotton,5576,6105,1095,Drip,Arid,1895,2358,2757,44.8,248,410777,Harvested
Nagaland,Nagaland District 7,2021,Zaid,Bajra,35041,92823,2649,Canal,Forest,6354,2940,2806,57.6,88,262961,Harvested
Punjab,Punjab District 2,2023,Kharif,Banana,27467,67046,2441,Sprinkler,Red,9392,2530,2188,58.7,170,392635,Harvested
Manipur,Manipur District 7,2022,Zaid,Soybean,39394,56412,1432,Sprinkler,Alluvial,8669,1425,1490,66.3,159,156714,Standing
Goa,Goa District 5,2022,Zaid,Groundnut,33139,57960,1749,Rain-fed,Red,4835,1488,1481,23.7,137,293422,Harvested
Gujarat,Gujarat District 3,2021,Zaid,Sunflower,25806,22760,882,Tube Well,Laterite,5394,2501,2612,35.1,77,463148,Harvested
Arunachal Pradesh,Arunachal District 6,2022,Kharif,Sugarcane,39602,136706,3452,Rain-fed,Forest,10387,2706,2587,75.4,150,406390,Harvested
Mizoram,Mizoram District 7,2022,Kharif,Rice,4507,10582,2348,Tube Well,Forest,2553,2332,2367,30.0,111,325986,Harvested
Andhra Pradesh,Andhra District 5,2023,Zaid,Cotton,4267,9532,2234,Sprinkler,Laterite,1781,2915,3349,28.7,68,55473,Harvested
Telangana,Telangana District 1,2022,Rabi,Onion,41752,31146,746,Drip,Forest,12395,2555,3148,38.2,139,62980,Harvested
Mizoram,Mizoram District 5,2022,Zaid,Mango,28848,23193,804,Tube Well,Red,14309,3166,2756,64.5,66,349034,Standing
Delhi,Delhi District 7,2018,Rabi,Tomato,15589,38099,2444,Rain-fed,Laterite,8297,2571,2399,69.7,120,252697,Harvested
Madhya Pradesh,Madhya District 5,2020,Rabi,Turmeric,31241,22649,725,Sprinkler,Forest,6081,3061,2708,39.9,144,243453,Failed
Odisha,Odisha District 8,2023,Rabi,Pulses,1481,2683,1812,Sprinkler,Laterite,359,2933,2785,20.6,219,172872,Harvested
Madhya Pradesh,Madhya District 5,2019,Zaid,Sugarcane,48688,124446,2556,Tube Well,Alluvial,6863,3139,3158,44.3,71,451178,Standing
Assam,Assam District 4,2019,Kharif,Tomato,46761,156602,3349,Canal,Black,18209,2680,2974,49.2,222,281262,Harvested
Karnataka,Karnataka District 4,2019,Zaid,Sunflower,28843,46177,1601,Canal,Red,7563,2985,3098,53.2,176,377466,Harvested
