State,District,Year,Quarter,Disease,Cases,Deaths,CFR,Hospitals,Beds,Doctors,Nurses,HealthFacility,VaccinationCoverage,SanitationCoverage,Status
Manipur,Manipur District 3,2020,Q3,Dengue,7462,267,3.58,54,1367,547,1231,Sub-Centre,77.0,72.6,Contained
Uttarakhand,Uttarakhand District 8,2018,Q4,Filariasis,5318,226,4.25,5,83,12,32,District Hospital,90.1,41.9,Active
Tamil Nadu,Tamil District 2,2019,Q1,Leptospirosis,3330,111,3.33,14,176,35,54,Sub-Centre,77.6,66.5,Active
Chandigarh,Chandigarh District 8,2018,Q1,Filariasis,394,4,1.02,40,672,293,384,District Hospital,78.2,70.5,Contained
Jharkhand,Jharkhand District 8,2021,Q3,Typhoid,4760,73,1.53,54,1371,261,514,Primary Health Centre,77.3,66.2,Contained
Assam,Assam District 4,2022,Q3,Filariasis,5219,123,2.36,24,513,222,402,Primary Health Centre,65.8,59.2,Active
Delhi,Delhi District 3,2018,Q1,Dengue,3486,19,0.55,38,960,146,193,Sub-Centre,81.5,51.1,Active
Tripura,Tripura District 4,2021,Q2,Malaria,5920,16,0.27,50,980,216,617,District Hospital,56.8,59.4,Active
Arunachal Pradesh,Arunachal District 4,2022,Q1,Cholera,1409,42,2.98,37,857,173,459,Urban PHC,69.0,78.5,Active
Uttar Pradesh,Uttar District 7,2021,Q3,Dengue,5375,219,4.07,8,188,22,50,District Hospital,91.9,46.3,Active
Delhi,Delhi District 1,2019,Q4,Malaria,660,16,2.42,18,405,191,316,District Hospital,81.6,52.5,Contained
West Bengal,West District 7,2019,Q3,Diarrhoea,3055,130,4.26,46,570,282,304,District Hospital,55.6,75.1,Contained
Tamil Nadu,Tamil District 8,2023,Q1,Filariasis,363,17,4.68,28,692,112,121,Sub-Centre,87.5,49.0,Active
Delhi,Delhi District 5,2020,Q4,Hepatitis B,3515,121,3.44,29,491,75,154,Urban PHC,67.7,65.6,Active
Mizoram,Mizoram District 2,2020,Q3,Chikungunya,8522,380,4.46,13,336,48,64,Community Health Centre,59.5,48.0,Contained
Manipur,Manipur District 6,2020,Q1,Diarrhoea,8949,194,2.17,39,635,200,584,Sub-Centre,88.7,41.4,Contained
Sikkim,Sikkim District 6,2018,Q1,Dengue,6027,5,0.08,49,1377,389,582,Sub-Centre,86.0,61.6,Active
Jammu & Kashmir,Jammu District 4,2020,Q4,Kala-azar,3836,144,3.75,23,543,88,200,Primary Health Centre,78.9,48.8,Active
Chhattisgarh,Chhattisgarh District 6,2020,Q4,Filariasis,3955,93,2.35,54,634,228,596,Community Health Centre,87.7,64.9,Active
Tripura,Tripura District 8,2023,Q3,Filariasis,4953,94,1.90,34,594,205,208,Primary Health Centre,73.6,48.0,Active
West Bengal,West District 6,2019,Q3,Leptospirosis,5879,193,3.28,27,478,196,439,Primary Health Centre,91.6,61.2,Active
Nagaland,Nagaland District 3,2018,Q4,Leptospirosis,6005,98,1.63,19,273,111,165,Urban PHC,67.9,74.4,Contained
Bihar,Bihar District 3,2021,Q3,Diarrhoea,3892,3,0.08,50,1260,401,626,Urban PHC,75.9,55.5,Active
Odisha,Odisha District 1,2021,Q4,Chikungunya,2543,37,1.45,7,71,8,19,Community Health Centre,61.3,45.0,Contained
Andhra Pradesh,Andhra District 1,2021,Q4,Dengue,4403,212,4.81,21,236,48,72,District Hospital,78.6,63.8,Active
Assam,Assam District 6,2018,Q2,Leptospirosis,6898,127,1.84,28,709,76,80,Primary Health Centre,56.6,60.4,Contained
Himachal Pradesh,Himachal District 1,2023,Q1,Hepatitis B,5293,238,4.50,49,1287,210,233,District Hospital,56.8,56.3,Active
Goa,Goa District 2,2021,Q1,Typhoid,3635,174,4.79,24,371,125,144,Urban PHC,89.9,46.7,Contained
Karnataka,Karnataka District 7,2020,Q2,COVID-19,960,29,3.02,38,391,45,96,Primary Health Centre,84.9,46.1,Active
Assam,Assam District 6,2018,Q3,Hepatitis B,1439,5,0.35,50,1498,210,505,Urban PHC,94.2,58.3,Active
Nagaland,Nagaland District 2,2018,Q3,Typhoid,1189,14,1.18,33,578,205,311,Community Health Centre,80.5,69.6,Active
Ladakh,Ladakh District 2,2021,Q3,Tuberculosis,6325,264,4.17,49,657,87,260,Sub-Centre,87.5,55.6,Active
Rajasthan,Rajasthan District 7,2020,Q4,Hepatitis B,7209,150,2.08,17,275,48,66,Primary Health Centre,87.1,79.1,Active
Chandigarh,Chandigarh District 8,2019,Q1,Japanese Encephalitis,5777,217,3.76,43,1248,547,1109,Sub-Centre,65.5,42.8,Active
Andhra Pradesh,Andhra District 4,2021,Q1,Japanese Encephalitis,1245,17,1.37,13,157,41,90,Community Health Centre,58.4,69.3,Active
Chandigarh,Chandigarh District 3,2018,Q3,COVID-19,5068,202,3.99,23,628,196,346,Sub-Centre,82.7,52.4,Active
Tripura,Tripura District 3,2023,Q2,Chikungunya,4862,114,2.34,11,181,18,34,Sub-Centre,79.4,48.8,Active
Jharkhand,Jharkhand District 1,2022,Q1,Leptospirosis,796,38,4.77,9,117,49,134,Urban PHC,71.9,77.3,Active
Gujarat,Gujarat District 6,2022,Q4,Dengue,430,9,2.09,9,232,84,102,Sub-Centre,81.5,41.7,Contained
Sikkim,Sikkim District 4,2018,Q2,Chikungunya,6622,166,2.51,41,1153,228,448,Community Health Centre,81.2,71.8,Active
Ladakh,Ladakh District 8,2018,Q3,Chikungunya,4007,168,4.19,30,492,109,301,Primary Health Centre,63.7,42.3,Contained
Nagaland,Nagaland District 2,2022,Q2,Cholera,4652,36,0.77,16,233,25,29,Community Health Centre,84.4,76.5,Active
Madhya Pradesh,Madhya District 6,2019,Q2,Cholera,5259,141,2.68,41,570,131,142,Primary Health Centre,64.9,76.4,Active
Andhra Pradesh,Andhra District 6,2023,Q2,Filariasis,7411,264,3.56,15,161,31,70,Sub-Centre,94.5,40.2,Active
Rajasthan,Rajasthan District 3,2018,Q4,Tuberculosis,3646,19,0.52,46,669,193,236,Primary Health Centre,76.8,62.3,Active
Uttar Pradesh,Uttar District 1,2021,Q1,Dengue,2944,72,2.45,20,452,124,245,Urban PHC,73.4,48.6,Contained
Gujarat,Gujarat District 5,2019,Q2,Hepatitis B,7297,87,1.19,20,558,230,508,Community Health Centre,86.0,46.1,Active
Puducherry,Puducherry District 2,2018,Q1,Japanese Encephalitis,6181,308,4.98,36,892,171,226,Primary Health Centre,72.9,75.3,Active
Puducherry,Puducherry District 4,2018,Q4,Leptospirosis,5876,217,3.69,9,234,79,175,District Hospital,56.7,61.1,Active
Madhya Pradesh,Madhya District 1,2018,Q2,Tuberculosis,7606,48,0.63,33,747,79,122,Community Health Centre,83.1,49.5,Contained
Gujarat,Gujarat District 1,2020,Q1,Hepatitis B,6393,57,0.89,17,299,144,218,Urban PHC,66.4,49.9,Contained
Maharashtra,Maharashtra District 4,2018,Q3,Kala-azar,6818,264,3.87,24,718,296,582,Primary Health Centre,62.8,73.2,Active
Chandigarh,Chandigarh District 2,2022,Q2,Hepatitis B,4441,4,0.09,19,282,133,161,Sub-Centre,77.1,65.1,Active
Delhi,Delhi District 8,2019,Q2,Japanese Encephalitis,3150,105,3.33,30,834,362,560,Community Health Centre,75.6,44.0,Contained
Punjab,Punjab District 2,2022,Q2,Filariasis,504,14,2.78,26,456,181,234,Sub-Centre,57.2,57.3,Active
Assam,Assam District 4,2022,Q3,Malaria,604,6,0.99,19,306,102,147,District Hospital,86.6,56.1,Active
Nagaland,Nagaland District 6,2020,Q4,Diarrhoea,4070,130,3.19,53,1120,328,363,Primary Health Centre,91.0,58.1,Contained
Telangana,Telangana District 4,2018,Q2,Diarrhoea,5549,235,4.23,42,1124,260,367,District Hospital,84.2,55.6,Active
Meghalaya,Meghalaya District 5,2020,Q1,Cholera,8215,20,0.24,28,472,197,299,District Hospital,64.5,73.8,Active
Mizoram,Mizoram District 4,2022,Q4,Japanese Encephalitis,4238,42,0.99,54,1033,511,1447,Sub-Centre,67.3,42.4,Contained
Mizoram,Mizoram District 7,2019,Q4,Leptospirosis,4425,37,0.84,19,521,97,206,Community Health Centre,68.9,69.9,Active
Madhya Pradesh,Madhya District 4,2020,Q4,Leptospirosis,2301,9,0.39,10,272,70,161,Community Health Centre,87.9,61.3,Active
Puducherry,Puducherry District 2,2020,Q1,Japanese Encephalitis,8789,166,1.89,43,827,317,535,Primary Health Centre,75.4,57.0,Contained
Andhra Pradesh,Andhra District 6,2023,Q2,Kala-azar,3687,134,3.63,6,172,78,138,Community Health Centre,76.2,69.5,Active
Nagaland,Nagaland District 4,2021,Q3,Kala-azar,3569,164,4.60,27,658,201,482,Community Health Centre,85.3,62.6,Active
Madhya Pradesh,Madhya District 2,2020,Q4,Pneumonia,5369,160,2.98,47,953,418,817,District Hospital,92.5,41.6,Contained
Bihar,Bihar District 1,2023,Q1,Filariasis,5603,123,2.20,17,479,201,481,Primary Health Centre,85.6,71.7,Active
Chandigarh,Chandigarh District 8,2021,Q3,Tuberculosis,8630,190,2.20,24,510,62,101,Primary Health Centre,87.8,56.0,Active
Mizoram,Mizoram District 2,2018,Q2,Pneumonia,2753,77,2.80,51,597,236,417,Urban PHC,73.8,50.1,Contained
Himachal Pradesh,Himachal District 3,2021,Q1,Diarrhoea,6789,121,1.78,9,247,32,81,Community Health Centre,67.4,75.0,Active
Manipur,Manipur District 6,2019,Q3,COVID-19,4069,134,3.29,30,471,163,238,Urban PHC,77.3,66.6,Active
Uttar Pradesh,Uttar District 1,2023,Q3,Kala-azar,5823,12,0.21,52,1511,365,748,Community Health Centre,82.2,42.9,Active
Haryana,Haryana District 7,2018,Q2,Malaria,175,6,3.43,5,60,7,11,District Hospital,92.0,69.2,Active
Tripura,Tripura District 8,2020,Q4,Kala-azar,2949,27,0.92,33,387,150,230,Sub-Centre,76.9,40.5,Active
Odisha,Odisha District 5,2018,Q2,Cholera,7748,32,0.41,15,441,165,358,Urban PHC,80.4,53.5,Contained
Gujarat,Gujarat District 3,2019,Q3,Tuberculosis,439,9,2.05,39,1077,452,694,District Hospital,73.8,49.8,Active
Punjab,Punjab District 5,2018,Q2,Chikungunya,466,13,2.79,41,913,399,498,Urban PHC,92.5,60.1,Contained
Andhra Pradesh,Andhra District 6,2022,Q4,Japanese Encephalitis,7569,252,3.33,17,235,82,110,District Hospital,92.8,45.9,Active
Jammu & Kashmir,Jammu District 6,2019,Q3,COVID-19,7640,51,0.67,53,1395,142,252,Sub-Centre,70.3,55.3,Active
Mizoram,Mizoram District 5,2023,Q3,Pneumonia,4315,25,0.58,33,935,227,436,Community Health Centre,89.4,69.9,Contained
Himachal Pradesh,Himachal District 4,2019,Q4,Diarrhoea,4864,50,1.03,22,497,184,397,District Hospital,61.6,56.7,Active
Bihar,Bihar District 7,2020,Q4,Hepatitis B,2500,10,0.40,13,224,72,122,Sub-Centre,74.4,64.5,Active
Karnataka,Karnataka District 7,2021,Q3,Chikungunya,8338,62,0.74,41,656,77,77,Primary Health Centre,64.4,42.9,Active
Punjab,Punjab District 1,2020,Q4,COVID-19,1731,46,2.66,19,349,80,144,Community Health Centre,63.7,60.8,Active
Jammu & Kashmir,Jammu District 2,2019,Q1,Typhoid,2505,82,3.27,20,308,108,241,District Hospital,71.5,63.8,Active
Himachal Pradesh,Himachal District 7,2021,Q1,Leptospirosis,1696,74,4.36,48,1365,649,859,Primary Health Centre,94.8,47.7,Contained
Bihar,Bihar District 4,2020,Q1,Diarrhoea,2003,89,4.44,39,939,144,289,District Hospital,82.4,78.0,Active
Manipur,Manipur District 4,2022,Q1,Chikungunya,6455,309,4.79,48,1230,141,409,District Hospital,70.2,52.0,Active
Gujarat,Gujarat District 7,2021,Q4,COVID-19,2047,53,2.59,22,319,64,98,Primary Health Centre,87.8,72.0,Contained
Kerala,Kerala District 7,2019,Q3,Kala-azar,1192,51,4.28,39,659,303,575,Primary Health Centre,90.0,68.3,Active
Meghalaya,Meghalaya District 4,2019,Q4,Hepatitis B,993,33,3.32,44,485,152,325,Community Health Centre,57.9,78.9,Active
Mizoram,Mizoram District 1,2023,Q1,Typhoid,2862,13,0.45,11,127,27,54,Urban PHC,67.5,41.6,Active
Tripura,Tripura District 2,2021,Q2,Diarrhoea,8984,74,0.82,18,232,80,104,Primary Health Centre,88.7,46.6,Active
Puducherry,Puducherry District 4,2021,Q1,Japanese Encephalitis,5366,167,3.11,29,659,263,712,Community Health Centre,57.0,71.0,Active
Andhra Pradesh,Andhra District 5,2022,Q4,Kala-azar,8905,117,1.31,51,1071,211,218,District Hospital,66.0,42.0,Active
Mizoram,Mizoram District 1,2023,Q2,Leptospirosis,3325,78,2.35,6,61,23,23,Sub-Centre,69.2,61.4,Contained
Mizoram,Mizoram District 4,2018,Q1,Hepatitis B,5792,232,4.01,7,188,43,117,Community Health Centre,75.0,71.1,Active
Bihar,Bihar District 8,2019,Q3,Kala-azar,5752,118,2.05,43,810,146,374,Sub-Centre,87.9,40.1,Contained
Nagaland,Nagaland District 7,2022,Q1,Diarrhoea,4743,14,0.30,17,236,78,115,District Hospital,67.7,60.3,Active
Karnataka,Karnataka District 6,2021,Q1,Japanese Encephalitis,8347,246,2.95,42,1233,568,632,Primary Health Centre,86.8,49.7,Active
West Bengal,West District 4,2019,Q3,Pneumonia,8436,254,3.01,35,608,234,302,Urban PHC,78.6,66.1,Contained
Manipur,Manipur District 5,2022,Q3,Chikungunya,1558,66,4.24,51,614,272,467,Urban PHC,90.4,53.7,Active
Karnataka,Karnataka District 2,2019,Q3,Cholera,4098,172,4.20,50,679,224,531,Primary Health Centre,93.7,45.5,Contained
Karnataka,Karnataka District 7,2021,Q4,Cholera,2778,12,0.43,11,311,141,271,Primary Health Centre,73.0,41.4,Active
Karnataka,Karnataka District 6,2020,Q3,Malaria,2564,114,4.45,39,627,123,188,District Hospital,88.0,76.9,Contained
Uttarakhand,Uttarakhand District 7,2020,Q3,Malaria,5995,21,0.35,23,394,83,147,Urban PHC,85.0,76.2,Active
Uttar Pradesh,Uttar District 8,2023,Q2,Dengue,6439,135,2.10,12,122,48,96,Community Health Centre,55.9,62.5,Contained
Gujarat,Gujarat District 7,2018,Q3,Chikungunya,2632,94,3.57,10,149,27,58,Sub-Centre,77.3,62.1,Contained
Puducherry,Puducherry District 3,2018,Q3,Pneumonia,6250,275,4.40,53,582,223,229,Sub-Centre,70.7,43.9,Active
Jharkhand,Jharkhand District 4,2019,Q4,Chikungunya,695,10,1.44,12,229,54,83,Primary Health Centre,75.3,62.5,Contained
Arunachal Pradesh,Arunachal District 3,2021,Q4,Chikungunya,6938,331,4.77,11,164,64,141,Sub-Centre,88.9,63.4,Active
Karnataka,Karnataka District 8,2021,Q2,Hepatitis B,2710,109,4.02,37,541,94,196,Sub-Centre,56.8,43.8,Contained
Himachal Pradesh,Himachal District 7,2018,Q4,Diarrhoea,3768,4,0.11,46,660,115,148,Urban PHC,58.8,44.9,Active
Delhi,Delhi District 6,2021,Q1,Malaria,7898,374,4.74,24,389,46,50,Urban PHC,63.3,79.7,Active
Kerala,Kerala District 3,2023,Q1,Malaria,5595,170,3.04,7,134,47,93,Primary Health Centre,65.7,57.8,Active
Meghalaya,Meghalaya District 1,2019,Q1,Diarrhoea,9041,293,3.24,30,774,205,343,Community Health Centre,69.3,73.1,Active
Jharkhand,Jharkhand District 1,2018,Q1,Malaria,2628,68,2.59,7,90,33,73,Primary Health Centre,89.8,49.0,Active
Odisha,Odisha District 1,2023,Q4,Tuberculosis,7847,184,2.34,32,393,123,184,Urban PHC,79.4,74.1,Active
Manipur,Manipur District 1,2022,Q2,Malaria,577,11,1.91,49,1251,135,163,District Hospital,57.8,46.3,Active
Goa,Goa District 1,2019,Q4,Hepatitis B,5751,43,0.75,18,504,174,306,Sub-Centre,91.0,45.9,Contained
Punjab,Punjab District 4,2018,Q3,COVID-19,4645,157,3.38,49,1108,378,563,Primary Health Centre,61.5,68.3,Active
Meghalaya,Meghalaya District 3,2020,Q2,Chikungunya,8650,409,4.73,13,137,29,52,Community Health Centre,91.6,42.7,Active
Karnataka,Karnataka District 2,2021,Q1,Malaria,7689,26,0.34,32,657,317,345,Community Health Centre,55.9,65.5,Contained
Arunachal Pradesh,Arunachal District 6,2022,Q3,COVID-19,6260,18,0.29,35,462,181,213,Primary Health Centre,78.7,53.6,Contained
Chhattisgarh,Chhattisgarh District 5,2018,Q2,COVID-19,8428,263,3.12,48,900,259,721,Community Health Centre,57.2,70.9,Contained
Maharashtra,Maharashtra District 3,2021,Q2,Diarrhoea,7778,100,1.29,27,670,212,295,District Hospital,89.7,56.7,Active
Assam,Assam District 1,2022,Q3,Typhoid,2689,126,4.69,26,507,187,545,Sub-Centre,63.8,64.7,Contained
Himachal Pradesh,Himachal District 7,2022,Q2,Cholera,6914,139,2.01,34,900,347,617,Primary Health Centre,72.3,69.7,Contained
Jammu & Kashmir,Jammu District 5,2019,Q4,Leptospirosis,867,1,0.12,19,196,87,179,District Hospital,68.0,57.8,Active
Mizoram,Mizoram District 2,2018,Q3,Leptospirosis,5207,191,3.67,47,674,251,602,Urban PHC,60.8,74.4,Active
West Bengal,West District 7,2018,Q2,Chikungunya,8453,136,1.61,10,289,67,115,Sub-Centre,91.8,78.6,Active
Mizoram,Mizoram District 8,2021,Q1,Diarrhoea,5180,206,3.98,34,903,327,365,Community Health Centre,65.7,72.7,Contained
Uttarakhand,Uttarakhand District 8,2022,Q4,Typhoid,4522,47,1.04,43,1138,545,1324,Primary Health Centre,58.9,58.3,Active
Meghalaya,Meghalaya District 7,2021,Q2,Malaria,2522,13,0.52,32,902,377,526,Community Health Centre,58.2,68.5,Active
Meghalaya,Meghalaya District 8,2021,Q1,Tuberculosis,4080,141,3.46,26,477,149,445,District Hospital,91.9,59.9,Contained
Mizoram,Mizoram District 5,2018,Q1,Pneumonia,8125,317,3.90,5,104,32,93,Sub-Centre,59.9,53.5,Active
Assam,Assam District 6,2021,Q4,Chikungunya,8967,390,4.35,17,475,103,156,Sub-Centre,56.1,63.3,Active
Jharkhand,Jharkhand District 1,2023,Q2,Leptospirosis,5019,68,1.35,39,1051,124,338,Urban PHC,87.6,67.2,Active
Chhattisgarh,Chhattisgarh District 3,2022,Q2,Dengue,7864,371,4.72,16,318,47,127,Sub-Centre,57.5,74.1,Active
Ladakh,Ladakh District 5,2023,Q2,Hepatitis B,5756,268,4.66,13,212,77,106,Primary Health Centre,77.7,58.7,Active
Punjab,Punjab District 7,2019,Q1,Chikungunya,2027,70,3.45,30,698,248,714,Sub-Centre,87.7,64.0,Active
Gujarat,Gujarat District 7,2019,Q2,Dengue,5414,234,4.32,38,452,196,283,District Hospital,67.4,40.7,Active
Nagaland,Nagaland District 2,2023,Q4,Cholera,8902,311,3.49,30,462,138,286,Sub-Centre,70.5,73.5,Active
Haryana,Haryana District 8,2023,Q2,COVID-19,2449,108,4.41,25,417,171,383,District Hospital,85.2,63.8,Active
Telangana,Telangana District 5,2018,Q1,Chikungunya,577,23,3.99,24,540,235,413,Community Health Centre,66.3,62.9,Active
Jammu & Kashmir,Jammu District 3,2018,Q4,Dengue,4561,165,3.62,32,364,39,70,Community Health Centre,84.7,58.8,Active
Chandigarh,Chandigarh District 8,2018,Q1,Tuberculosis,8960,297,3.31,11,231,45,62,Community Health Centre,88.7,64.7,Active
Maharashtra,Maharashtra District 7,2019,Q4,Chikungunya,6568,144,2.19,27,769,369,656,Urban PHC,84.6,42.9,Active
Puducherry,Puducherry District 1,2021,Q3,Cholera,4262,187,4.39,49,956,380,738,Urban PHC,74.1,78.6,Active
Jammu & Kashmir,Jammu District 6,2022,Q3,Filariasis,8458,220,2.60,18,250,87,102,Primary Health Centre,93.4,79.2,Active
Assam,Assam District 8,2020,Q3,Diarrhoea,4954,103,2.08,25,284,66,90,District Hospital,60.7,76.6,Contained
Assam,Assam District 7,2019,Q2,Hepatitis B,3425,100,2.92,42,777,115,210,Sub-Centre,91.8,61.9,Contained
Madhya Pradesh,Madhya District 5,2020,Q4,Leptospirosis,1858,92,4.95,40,1024,163,449,District Hospital,76.0,66.2,Contained
Mizoram,Mizoram District 4,2019,Q4,Typhoid,9076,231,2.55,50,1108,250,694,Community Health Centre,80.8,66.0,Active
Assam,Assam District 2,2021,Q1,Hepatitis B,5797,21,0.36,7,96,27,44,Primary Health Centre,89.9,79.3,Contained
Bihar,Bihar District 6,2020,Q1,Chikungunya,6134,126,2.05,53,666,279,670,Sub-Centre,64.5,43.7,Active
Rajasthan,Rajasthan District 7,2022,Q3,COVID-19,7615,130,1.71,52,1275,308,831,Urban PHC,88.6,49.1,Contained
Odisha,Odisha District 7,2022,Q4,Tuberculosis,6533,96,1.47,35,658,264,597,District Hospital,79.8,65.2,Active
Rajasthan,Rajasthan District 7,2018,Q4,Dengue,4554,75,1.65,42,693,187,409,Community Health Centre,69.5,43.0,Contained
Bihar,Bihar District 5,2018,Q4,Pneumonia,3150,90,2.86,15,434,173,384,Urban PHC,71.5,74.3,Active
Himachal Pradesh,Himachal District 8,2020,Q1,Typhoid,6884,105,1.53,16,278,122,359,Sub-Centre,92.9,41.0,Active
Uttar Pradesh,Uttar District 8,2019,Q2,Leptospirosis,2210,33,1.49,44,1016,354,968,Community Health Centre,82.8,43.6,Contained
Jammu & Kashmir,Jammu District 8,2023,Q2,Cholera,5131,2,0.04,42,1178,452,484,Sub-Centre,82.6,66.2,Active
Chhattisgarh,Chhattisgarh District 3,2020,Q2,Leptospirosis,1896,16,0.84,19,234,61,127,Urban PHC,60.6,60.5,Contained
Ladakh,Ladakh District 5,2023,Q4,Kala-azar,2965,110,3.71,53,862,239,319,Sub-Centre,89.0,56.5,Active
Meghalaya,Meghalaya District 7,2020,Q1,Leptospirosis,1059,23,2.17,39,1122,509,802,Community Health Centre,86.6,51.4,Active
Jharkhand,Jharkhand District 5,2023,Q2,COVID-19,8923,140,1.57,32,743,357,668,Primary Health Centre,59.7,75.3,Active
Assam,Assam District 7,2021,Q2,Japanese Encephalitis,4352,176,4.04,21,264,82,237,Community Health Centre,63.2,76.4,Active
Odisha,Odisha District 5,2021,Q4,Malaria,785,17,2.17,42,686,242,256,Primary Health Centre,70.6,58.9,Contained
Madhya Pradesh,Madhya District 2,2022,Q2,Cholera,3863,29,0.75,37,470,196,234,Sub-Centre,73.3,55.9,Active
Himachal Pradesh,Himachal District 7,2021,Q2,Malaria,1021,21,2.06,42,728,144,272,Urban PHC,87.7,63.9,Contained
Tripura,Tripura District 8,2020,Q4,COVID-19,5640,50,0.89,31,368,97,232,Urban PHC,62.7,40.3,Contained
Nagaland,Nagaland District 6,2023,Q3,Chikungunya,7879,133,1.69,35,874,375,517,Urban PHC,80.1,51.7,Contained
Andhra Pradesh,Andhra District 4,2023,Q2,Hepatitis B,1257,25,1.99,41,462,105,286,Urban PHC,65.1,60.0,Active
Kerala,Kerala District 8,2020,Q4,Malaria,3667,135,3.68,14,175,67,95,Community Health Centre,67.0,75.8,Active
Bihar,Bihar District 7,2018,Q2,Diarrhoea,6337,286,4.51,23,407,45,99,District Hospital,86.8,78.7,Active
Uttar Pradesh,Uttar District 7,2023,Q1,Diarrhoea,8711,116,1.33,9,236,102,223,District Hospital,56.9,69.0,Active
Puducherry,Puducherry District 4,2023,Q2,Typhoid,1517,45,2.97,48,889,283,844,Urban PHC,61.0,74.9,Active
Sikkim,Sikkim District 8,2022,Q4,Leptospirosis,1331,32,2.40,10,171,81,153,Primary Health Centre,76.3,65.2,Active
Jammu & Kashmir,Jammu District 3,2018,Q4,Japanese Encephalitis,2918,76,2.60,50,1028,229,406,Sub-Centre,92.2,79.5,Contained
Bihar,Bihar District 5,2018,Q4,Pneumonia,3901,130,3.33,49,669,214,500,Sub-Centre,90.0,56.6,Contained
West Bengal,West District 3,2020,Q4,Malaria,8211,337,4.10,20,491,134,294,Sub-Centre,59.8,65.5,Active
Madhya Pradesh,Madhya District 2,2019,Q4,Chikungunya,4084,178,4.36,29,528,156,199,Sub-Centre,73.0,40.7,Contained
Mizoram,Mizoram District 1,2022,Q1,Leptospirosis,4545,117,2.57,54,1355,251,278,Sub-Centre,92.1,61.6,Active
Telangana,Telangana District 1,2019,Q1,Pneumonia,1560,10,0.64,16,440,109,142,Urban PHC,72.1,51.7,Active
Maharashtra,Maharashtra District 6,2022,Q2,Diarrhoea,5576,60,1.08,37,1053,167,314,Primary Health Centre,89.0,53.9,Contained
Kerala,Kerala District 4,2018,Q3,Hepatitis B,1847,41,2.22,35,425,84,93,Primary Health Centre,56.4,43.3,Contained
Tripura,Tripura District 7,2023,Q4,Hepatitis B,5825,221,3.79,30,633,211,590,Primary Health Centre,64.8,57.2,Active
Chandigarh,Chandigarh District 5,2021,Q2,Hepatitis B,4506,124,2.75,22,368,138,313,Urban PHC,64.9,47.5,Active
Nagaland,Nagaland District 6,2022,Q1,Diarrhoea,7053,7,0.10,12,245,99,288,District Hospital,87.4,49.6,Active
Rajasthan,Rajasthan District 2,2019,Q3,Typhoid,4492,105,2.34,28,542,261,601,Urban PHC,56.4,57.2,Contained
Madhya Pradesh,Madhya District 4,2022,Q2,Tuberculosis,5588,185,3.31,14,191,40,69,District Hospital,67.3,64.7,Active
Tamil Nadu,Tamil District 8,2019,Q4,Chikungunya,8629,379,4.39,35,720,209,417,Primary Health Centre,58.7,72.5,Active
